Name,MCap,EPS,Price
"AEON Co., Ltd.",18044936388.7022,0.6622135981755618,20.69550855540998
POSCO Holdings Inc.,17830158213.7722,25.685786768273157,204.50516655799976
SAMSUNG C&T CORP,17797025080.4951,9.72746520958633,93.82160918199982
"Shinhan Financial Group Co., Ltd.",17775564948.2058,5.6814847362853715,37.48540790819989
KB Financial Group Inc.,17132818000.5827,6.448135487720967,41.2036836638001
LG Household & Health Care Ltd,17029960645.805,37.07460058861778,1090.405983211999
NIPPON PAINT HOLDINGS CO.LTD.,16839654800.4576,1.105028664451685,51.750240856799934
"Sumitomo Realty & Development Co., Ltd.",16652198301.8643,2.7287360277865136,34.977290451440076
"SK Telecom Co., Ltd.",16617648153.4968,41.068848878974315,205.80223949599997
West Japan Railway Company,16574657195.293,5.804788062349286,86.62659998741994
SK Inc.,15940505688.5772,30.12177621623324,226.5554065040004
Asahi Kasei Corporation,15783017180.6432,1.195536101251359,11.322659081079998
Kia Corp.,15528208103.9606,2.6132439243267656,38.306887435600025
Toshiba Corporation,15467954305.0305,-0.3061186309922362,33.9955039671
Korea Electric Power Corporation,15432229089.7904,-1.1612139420114318,24.039085117599992
INPEX CORPORATION,15249169806.2549,0.7494316740541387,10.428040555630025
Shimano Inc.,15117992383.6789,5.526795705613864,163.0499609973997
"Sumitomo Mitsui Trust Holdings, Inc.",14934522872.2855,4.713374629350944,39.794467126940035
"Sekisui House, Ltd.",14788364158.7068,1.8111479101917032,21.41120337577001
"ENEOS Holdings, Inc.",14757606375.5268,0.8756058356310454,4.56851860329799
TDK Corporation,14732561957.4886,4.613448566135147,113.68536954179974
"Sompo Holdings,Inc.",14729743566.8845,4.136709583725109,39.45497086599991
NIPPON STEEL CORP.,14422458125.7809,3.2511266319775745,15.17640042148004
Sysmex Corporation,14299443921.0786,1.8277720603034464,68.34885534437988
"Samsung SDI Co., Ltd",14032970790.6135,9.913987845132882,204.0728089120001
"Nomura Research Institute,Ltd.",13729595815.3984,2.2621119419214675,21.45249346156
BANDAI NAMCO Holdings Inc.,13507198237.7588,2.6315933292538216,60.84323530521983
"OBIC Co., Ltd.",13488975546.5635,3.168397485768031,135.43148139119978
"Mitsubishi Heavy Industries, Ltd.",13149750788.1239,3.6275906407713356,38.97784098576014
"SAMSUNG SDS CO., LTD.",13013949666.1963,7.152489160200084,168.18712429400034
Marubeni Corporation,12926319158.0918,1.141282378264089,7.437720786971998
Suntory Beverage & Food Ltd.,12886222874.2011,2.60246435737811,41.7029866479
"Samsung Life Insurance Co., Ltd.",12884257850.8,8.973037429305604,64.421289254
"Kyowa Kirin Co., Ltd.",12748726888.5204,0.7689025370161647,23.60875349726
Toyota Tsusho Corp.,12539873851.8722,3.530722356148808,35.41771803320003
"Rakuten Group, Inc.",12307442275.9764,0.5344106803478565,8.579162269700014
"FamilyMart Co., Ltd.",12207911973.6451,0.6871634720104304,24.085883377499982
OMRON Corporation,12149305667.275,2.3816499242079154,58.90718906040012
"ONO Pharmaceutical Co., Ltd.",12129285523.2192,0.9382146166534953,22.95728769923992
"Sumitomo Electric Industries, Ltd.",12034590294.5218,1.4755238518482416,15.158049272240042
"SK Innovation Co., Ltd",11993458076.1307,15.898925582240745,129.70729379999997
"NEXON Co., Ltd.",11989379382.0126,1.223926815568723,13.30458319899995
LINE Corp.,11835516673.3891,-0.12694737807456358,49.08932421700015
Renesas Electronics Corporation,11759313138.9607,0.29862973802560805,6.88168096499999
"Hikari Tsushin, Inc.",11715893747.303,9.855800329933336,251.68601182659955
Oracle Corporation Japan,11699904586.4099,3.1086963342357548,91.29696746899964
ANA Holdings Inc.,11645924033.1249,3.3841892644446907,33.41744276603995
TOKYU CORPORATION,11576017612.9781,0.897779767822679,18.525485157779993
Kakao Corp.,11443475233.2584,0.510091824692605,132.7337973219995
Mitsubishi Chemical Holdings Corporation,11298715671.4374,1.1974740927179974,7.501032251849993
Advantest Corp.,11279777583.6279,2.734612451147288,56.52153965919996
KT & G Corporation,11135834849.4992,6.294485122465821,81.1102943896003
"Toray Industries, Inc.",11094103479.8595,0.5573100976979698,6.800018350882028
LG Corp,11011902619.901,9.186895707536284,63.8159885496
Aisin Corporation,11004501738.3389,3.775854521115998,37.34458870339995
"Hankyu Hanshin Holdings, Inc.",10919272209.508,3.214375326753515,42.941689221599916
"Kansai Electric Power Company, Incorporated",10891663200.0124,1.26733969807379,11.602514106990014
NEC Corp.,10802763212.8617,1.7778353442435713,41.473597282400064
"TOKYO GAS Co., Ltd.",10764042853.1807,1.4074516033763547,24.329036104930047
"Chubu Electric Power Company,Incorporated",10721264393.7613,0.9963959810591541,14.144148276729947
"Japan Airlines Co., Ltd.",10697677736.8829,4.541775033082975,31.16942698414006
Yamaha Corporation,10686374748.3987,2.1664842683921766,55.787493689600154
Pan Pacific International Holdings Corporation,10529689896.361,2.884999137382614,16.61696563682005
Sony Financial Holdings Inc.,10491441026.3345,1.376359297096895,24.11341010136003
"Kintetsu Group Holdings Co., Ltd.",10356649089.8348,2.1322223149136885,54.31940175040022
Mitsubishi Tanabe Pharma Corporation,10343874618.119,0.6122436298332603,18.42455383696005
"Meiji Holdings Co., Ltd.",10339069522.9226,4.23622822390106,67.71574069560018
"Nippon Building Fund, Inc.",10299949533.9348,185.39153537831763,7294.5818229
NCsoft Corporation,10270332392.4687,17.142636129333216,467.81097297200034
"Resona Holdings, Inc.",10214731986.5692,0.5868772032617888,4.39510024297998
Yaskawa Electric Corporation,10204150777.2289,1.3713944670746046,38.262146165399905
LG Electronics Inc.,10202782119.6893,6.4296534651623585,62.34597255320004
Isuzu Motors Limited,10112410395.5286,1.4380957470646425,11.919071431379969
Amorepacific Corp.,10109990050.0458,4.213773239862458,172.9430583999997
Dentsu Group Inc.,9989886222.48211,1.8280933705754934,34.63779419050001
"Samsung Fire & Marine Insurance Co., Ltd",9975159153.84481,22.234584748524284,210.55817360199998
Makita Corporation,9789115485.23257,1.8835835114183817,34.95893930219999
Hitachi High-Tech Corporation,9782059642.68571,3.329092691523981,71.01894755879998
Nippon Sanso Holdings Corporation,9648570061.55594,0.8876557140542101,22.278295177360004
"JAPAN POST INSURANCE Co., Ltd.",9611975959.61674,2.8613674357732193,17.08491994243999
Hana Financial Group Inc.,9580121995.52309,6.230306612406611,31.907994274800004
Kikkoman Corporation,9553175158.59139,1.1817902371421594,49.2728357094
"Japan Exchange Group, Inc.",9498172175.61424,0.8402924163545525,17.708859016599995
"Yakult Honsha Co., Ltd.",9463723177.12957,2.1445049501382294,55.32871495860002
"Sumitomo Metal Mining Co., Ltd.",9456758904.06474,2.0117562140788494,32.51823645328
TAISEI CORP,9364037497.4528,4.618319447448911,41.70298664790003
"Daito Trust Construction Co., Ltd.",9354289937.69725,11.202849061357227,123.68674587760005
Shimadzu Corporation,9345153744.64352,1.0303645547147486,31.56397669280001
S-Oil Corporation,9277651495.45667,1.9339961284385483,82.40736732759997
Japan Real Estate Investment Corp.,9151270357.94654,187.96524821943308,6606.413726399997
"Ajinomoto Co., Inc.",9145584139.7516,0.8458575308196273,16.653667935299996
Nitto Denko Corp.,9002404780.4876,3.8472158368905967,56.70505115159997
MinebeaMitsumi Inc.,8922902599.64015,1.32370726241529,20.89278340973999
Kose Corporation,8895645161.82868,5.970852291365106,146.80919391999996
"Rohm Co., Ltd.",8861769967.996,4.29635584696608,80.5615451636
"Dai Nippon Printing Co., Ltd.",8806270809.03135,0.8458655135695468,27.159700875199995
"Hitachi Chemical Company, Ltd.",8746795218.99836,1.3577193099434297,41.97825388649999
"Odakyu Electric Railway Co., Ltd.",8625385842.39167,0.9170876634038809,23.40689085561999
Daiwa Securities Group Inc.,8622805531.79857,0.3808962517627982,5.074092764859998
Disco Corporation,8540612275.66564,7.500292452795114,237.64738265800005
"Sekisui Chemical Co., Ltd.",8464484751.14691,1.394578694260925,17.470294076480005
"Idemitsu Kosan Co., Ltd.",8394130563.87619,4.407064219673568,27.801991098599988
Sharp Corporation,8231608938.79656,0.9757165022326091,15.4608432347
AGC Inc.,8201538076.75251,3.752704729861237,36.060008256600014
"Ricoh Company, Ltd.",8147315657.61439,0.9477409092621988,10.937284947040002
"Hulic Co., Ltd.",8137473773.68579,0.6964248015508289,12.075056199919993
"T&D Holdings, Inc.",8102353534.5717,1.5678355736411873,12.7999265949
Shimizu Corporation,8074347295.18206,1.0899432765548625,10.239941275920001
"Samsung Electro-Mechanics Co., Ltd",8073597643.3999,7.774999725803511,108.08941149999995
Obayashi Corporation,8056863230.21968,1.4476703490737213,11.166674312540003
"Nomura Real Estate Master Fund, Inc.",8016298756.3946,58.8777851057285,1702.9866494720002
"Osaka Gas Co., Ltd.",7994475202.69541,1.025651878658596,19.18612653042001
"JFE Holdings, Inc.",7954971610.36774,2.9270071843598973,12.946735788820002
Toho Co. Ltd.,7881472468.37861,1.5757916776918905,41.7029866479
"Nissin Foods Holdings Co., Ltd.",7875248887.15208,1.9440436481320682,74.5056659144
Keio Corporation,7796678315.97565,2.0314213423067327,60.650548238200024
Sumitomo Pharma Co.Ltd.,7776550240.73673,1.0830541083209726,19.543973940600008
"KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO.,LTD.",7741622351.96277,-8.309487509667738,109.38648443800002
"Daifuku Co., Ltd.",7737056592.98859,2.980863559088248,61.10932696920001
"Tobu Railway Co., Ltd.",7704733413.10272,1.9541994218619991,36.289397622100005
"Santen Pharmaceutical Co., Ltd.",7653503164.72193,0.6842051658216223,19.140248657320008
"Workman Co., Ltd.",7652604074.02141,1.1049501215329396,93.49910537780003
"Asahi Intecc Co., Ltd.",7646034224.59284,0.39749324217367044,29.361838783999982
Otsuka Corporation,7627281506.3296,1.6323170252145578,40.1431389625
"Sumitomo Chemical Co., Ltd.",7564454814.5855,0.6926538147179273,4.5694361607600005
TOTO Ltd,7534919649.93097,1.777909831558333,42.574666236799985
"Koito Manufacturing Co., Ltd.",7524190484.63342,4.207971216057044,46.79543056200001
"ACOM Co., Ltd.",7279465537.1732,0.2389789420468544,4.56026058614
TOPPAN INC.,7254996638.15136,1.4578919208492513,20.745974215819995
"Woori Financial Group, Inc.",7244848560.7271,2.345553740726438,10.030697387200004
"SG Holdings Co., Ltd.",7227463522.21906,1.295464256498155,22.57191356520001
Trend Micro Incorporated,7220010298.38121,2.1836744688778014,51.38321787200002
Misumi Group Inc.,7088613917.50827,0.7780708354054912,24.975914115640006
"Yamaha Motor Co., Ltd.",7075092541.26436,2.471413919249571,20.213790887859993
Kajima Corporation,7072353663.43725,2.011601651524377,13.377987795960008
"Yamato Holdings Co., Ltd.",7046582236.36114,0.6181381199004676,17.130797815540003
"Kobayashi Pharmaceutical Co., Ltd.",6978974170.48317,2.3146659631149795,85.0575767274
"Korea Zinc Co., Ltd.",6934800463.017,25.912264485296493,367.5039991
"Celltrion Healthcare Co., Ltd.",6926020014.23474,0.06941350421939314,45.829910476000016
"Tokyo Electric Power Company Holdings, Incorporated",6886059429.74268,1.423239207174419,4.284993347539999
Netmarble Corp.,6850964338.37256,2.1081060033885395,79.89969298080004
Hamamatsu Photonics K.K.,6805771419.28568,1.183257943707225,41.24420791689998
Itochu Techno-Solutions Corporation,6771574069.56,0.9900691562670039,28.2148919565
"MonotaRO Co., Ltd.",6721765505.08061,0.35249482954984857,26.820204614260014
"Keisei Electric Railway Co., Ltd.",6707559979.55013,2.119559553983775,38.90443638880001
"Kansai Paint Co., Ltd.",6696442363.36485,0.8716993989656044,24.563013257739996
"Welcia Holdings Co., Ltd.",6684228454.11176,1.845445428197418,63.77024360899995
Lotte Chemical Corp.,6639019284.57765,39.08271607539564,193.69622540800012
"Ryohin Keikaku Co., Ltd.",6585068403.65,12.26067341329069,23.452768728719995
"Hitachi Construction Machinery Co., Ltd.",6483946412.82955,3.17091511663457,30.1417626267
HOSHIZAKI Corp.,6472329870.82881,3.394697995003532,89.37009679879995
Peptidream Inc.,6438851584.82747,0.20721429553711504,51.38321787200001
"Mcdonalds Holdings Company Japan, Ltd.",6392718263.73005,1.4912918474433428,48.080011008800014
"Hitachi Metals, Ltd.",6347870989.15274,0.811030224310926,14.80020186206
"TSURUHA Holdings, Inc.",6336505880.00973,5.626282139522891,128.64155617240007
"Taisho Pharmaceutical Holdings Co., Ltd.",6335574490.09372,3.626761517497511,74.41391016820002
Hakuhodo Dy Holdings Incorporated,6312892308.14297,1.0396643849662528,16.222415928160007
Mitsubishi Motors Corporation,6262782797.11131,0.8329944212178946,4.202413175960002
Nissan Chemical Corporation,6197779510.6983,1.8430792860678615,42.1617653789
"Hino Motors,Ltd.",6126191197.63051,0.907190136221631,10.662017708440006
"Nagoya Railroad Co., Ltd.",6118413963.88305,1.6714983070407925,31.1051979618
"Square Enix Holdings Co., Ltd.",6104937067.06292,1.7478559617609197,49.82337018660003
"Nippon Shinyaku Co., Ltd.",6104298481.2025,2.2208067347844933,86.89269165139999
KT Corporation,6096259079.08293,2.3995186462257134,23.347312883999983
Seiko Epson Corp.,6068684292.00355,1.3496919392046527,15.185575996099994
"ZOZO, Inc.",5967808622.97049,0.5617355507417902,19.149424231939992
ORIX JREIT Inc.,5958875074.31736,64.91628094436808,2159.0127080859997
"Nippon Prologis REIT, Inc.",5957747029.17358,71.64499235393073,2536.1288249680015
"COWAY Co., Ltd.",5941237861.56517,4.973604647620802,80.50499368520006
"USS Co., Ltd.",5938197916.91119,0.9870286736318984,18.95673716492
KONAMI HOLDINGS CORP,5905376886.49545,2.4917694268874384,41.1524521707
"AmorePacific Group, Inc.",5896745628.5496,1.522369588830018,71.51195464839995
Industrial Bank Of Korea,5889102294.38471,3.876153430291126,10.203640445600001
Lion Corporation,5832179751.5715,0.6724341239355862,19.498096067499993
United Urban Investment Corporation,5825511888.56309,71.3668532705815,1868.1469926319992
Mitsubishi HC Capital Inc.,5803173986.65086,0.7527314584280032,6.477955681719997
"NIPPON EXPRESS CO., LTD.",5772904527.9192,5.335773051127644,58.9071890604
Nihon M&A Center Holdings Inc.,5736397320.50677,0.5065515437705224,34.5460384443
Tokyo Century Corporation,5723285677.16187,4.7552824331755055,53.67711152699999
"NGK Insulators, Ltd.",5722572951.83273,1.335792907228323,17.470294076480016
"Lawson, Inc.",5696719731.84934,3.5346843142162743,56.79680689780001
"ABC-MART, INC.",5634674186.5015,3.5337168508039145,68.26627517279998
Japan Metropolitan Fund Investment Corporation,5604288352.30533,83.834062234628,2140.661558846001
"Sohgo Security Services Co., Ltd.",5542754036.02569,2.1607384776872536,54.31940175040001
Oji Holdings Corp.,5537983952.80342,0.697875771867789,5.459466898900005
"Keihan Holdings Co.,Ltd.",5504136586.46993,1.958426131959553,48.63054548600001
Pola Orbis Holdings Inc.,5495819716.07525,0.8463009404631395,23.98495205668001
"Kangwon Land, Inc.",5475929609.07253,1.3377382014989447,25.595572643200004
"Seibu Holdings, Inc.",5475716303.86335,1.4735570215505682,16.47015644290001
"Marui Group Co., Ltd.",5475303872.42785,1.1241053355524655,24.480433086160023
"Brother Industries, Ltd.",5464080594.63776,1.8450486396485508,20.837729962019985
Mazda Motor Corp.,5437740352.12836,1.0335711611283485,8.606688993559997
LIXIL Corporation,5430654597.66702,-1.0558077441434868,17.332660457180005
SCSK Corporation,5420111235.36987,2.480072018987729,52.02550809540002
Medipal Holdings Corporation,5413934108.60955,1.4516318758891826,22.140661558060014
Daiwa House REIT Investment Corporation,5399550396.6314,99.66571875554546,2602.192962232
"Kakaku.com, Inc.",5369064228.81134,0.7313156672649238,25.627379913660008
LG Uplus Corp,5361132191.35038,0.9885382570385798,12.2789571464
Kyushu Railway Company,5358535578.08,2.916733100770815,33.490847363
Keikyu Corporation,5338851714.88859,0.8697659585839765,19.360462448199996
Nisshin Seifun Group Inc.,5322807194.81765,0.7360116804775662,17.488645225719992
Coca-Cola Bottlers Japan Holdings Inc.,5282338331.30591,0.5910981969763565,25.609028764419975
NSK Ltd.,5265587890.42021,0.986000376159809,9.551773179419994
"Casio Computer Co., Ltd.",5207274602.44709,0.9758282974337782,20.10368399241998
"Iida Group Holdings Co., Ltd.",5184331010.85282,2.08292977924557,17.60792769577999
TIS Inc.,5179464147.5232,4.164353075947734,58.99894480660002
"Concordia Financial Group, Ltd.",5166017904.82978,0.40444051932162917,4.147359728240001
Hanon Systems,5146673004.99604,0.47984758414594886,9.6415755058
"Yamada Holding Co., Ltd.",5125761065.26628,0.25539981647847027,5.303482130359998
"GMO Payment Gateway, Inc.",5099522686.40784,0.7651761526514905,68.63329815760002
"Stanley Electric Co., Ltd.",5082864614.19672,2.3110138550268537,29.1783272916
Tosoh Corporation,5055853744.9956,2.245666164980334,15.552598980900006
"Mitsui Chemicals, Inc.",5030735497.34783,3.619462329536154,24.590539981600017
"LG Display Co., Ltd",5027891496.99987,-0.39288661744352377,14.051623494999996
"SBI Holdings, Inc.",5024802034.94498,3.175147845909077,21.241455245300017
"Alps Alpine Co., Ltd.",5013987001.68394,1.107215029547714,22.865531953039987
"Tohoku Electric Power Company, Incorporated",4992598283.97134,0.7661019589550743,9.927971738840007
Tokyu Fudosan Holdings Corp.,4986671425.87183,0.6779148781676048,6.927558838099999
Nikon Corp.,4943627745.09176,1.1915406890388256,12.33197228927999
"HIROSE ELECTRIC CO., LTD.",4941018806.06356,4.6455126758737695,128.7333119186
SUMCO Corporation,4913881673.52345,2.247888791947259,16.754599256119995
"Chiba Bank, Ltd.",4881863082.52595,0.6012543193781236,5.8081387344600035
"Chugoku Electric Power Co., Inc.",4868639262.09246,0.4356930678362512,13.12107170659999
Lasertec Corp.,4810133357.61249,1.2079081983284514,51.01619488719995
Alfresa Holdings Corporation,4804522614.57468,1.8456190392448037,20.44318025335999
"HD HYUNDAI CO.,LTD.",4760150929.89834,24.198226509701446,292.27376869599993
Yokogawa Electric Corp.,4754568791.75699,0.9967528008049804,17.69968344198
GLP-J REIT,4744949836.94707,44.3713449998619,1237.7850162379991
"Japan Airport Terminal Co., Ltd.",4720483414.96336,1.6150229388730808,55.87924943580001
"Toyo Suisan Kaisha, Ltd.",4710547598.10822,1.6939883836559575,42.48291049060001
"Kobe Bussan Co., Ltd.",4707069780.06,1.1149265403057729,34.408404825000005
Harmonic Drive Systems Inc.,4657357966.50963,1.1881156672469713,48.3552782474
"HYUNDAI GLOVIS Co., Ltd.",4637035753.35,10.073559061264522,123.65428675600002
"Nomura Real Estate Holdings, Inc.",4631429688.49074,2.3940958112560984,24.040005504400007
"Fuji Electric Co., Ltd.",4582267604.53616,2.6908767076980737,30.69229710389999
"Shizuoka Bank, Ltd.",4541868866.54628,0.6916407854020056,7.505620039159994
"ITO EN,Ltd.",4485790176.45352,1.2923678395601657,50.2821489176
Pigeon Corporation,4481706163.88314,1.1172596411911233,36.83993209929997
PERSOL HOLDINGS CO. LTD.,4454573288.90141,1.330758361190073,18.819103545619985
"Electric Power Development Co., Ltd.",4445898625.3242,2.3184405834754322,24.28774601914001
"CyberAgent, Inc.",4425540019.09478,0.6434537596664124,35.004817175299976
Advance Residence Investment Corporation,4371610771.9528,95.68463047749849,3156.3976692799997
"CALBEE, Inc.",4368678616.15166,1.343006266864686,32.61916777410001
"Miura Co., Ltd.",4368548200.03935,0.9822098728796895,34.86718355599996
"Kuraray Co., Ltd.",4333839111.5423,1.1020933981307481,12.212689819219998
"Sundrug Co., Ltd.",4330456784.89198,1.9177729411550772,36.28939762210002
"TOHO GAS Co., Ltd.",4321732633.67885,1.3043371380870152,40.92306280519999
"MIRAE ASSET SECURITIES CO., LTD.",4297884800.53944,0.5665675391316182,6.528600454600001
"Relo Group, Inc.",4280416203.89656,0.8904972427048302,27.985502591000003
NH Foods Limited,4260629050.06883,2.087333596284441,41.381841536200014
"HLB Co., Ltd.",4246358835.5896,0.16773489549058973,99.35578705079993
MatsukiyoCocokara & Co.,4246160721.85909,2.3759720419307544,38.85855851569997
"Suzuken Co., Ltd.",4233897646.84925,2.960386245697299,40.96894067829997
"AMADA Co., Ltd.",4222085802.92624,0.8362209111016962,11.469468274999997
"Hisamitsu Pharmaceutical Co., Inc.",4180687142.56176,2.1347302839001383,49.08932421699997
JSR Corp.,4174572681.76464,1.3021929164052153,18.461256135439974
JGC Holdings Corporation,4172496775.17208,0.9274453273021769,16.103133458100015
GS Holdings Corp.,4145803101.97889,6.405445659391129,44.61930906720002
COSMOS Pharmaceutical Corporation,4140102068.92937,8.941221121821384,207.00096342719996
"Kyushu Electric Power Company,Incorporated",4111610588.45153,0.5193880900837314,8.67091801590001
Azbil Corporation,4110150269.50861,1.3713094829024781,28.306647702700005
JTEKT Corporation,4097953712.82698,0.8046656603803607,11.93742258062001
"NGK SPARK PLUG CO., LTD.",4090630793.80171,1.92395766382309,19.58067623908
"Hyundai Engineering & Construction Co., Ltd",4073110689.46441,3.0632477997257332,36.577456851600004
Haseko Corporation,4059903284.32914,2.3010528328682347,13.49727026602001
COMSYS Holdings Corporation,4055925127.1517,2.0114484744816696,28.7654264337
Rinnai Corporation,4049371552.34809,3.7088006971979195,78.45116300100008
"AEON Mall Co., Ltd.",4045692745.08117,1.4394545303833965,17.78226361355998
Sojitz Corp.,4042095924.50968,0.5080489700217827,3.229802266240001
Japan Prime Realty Investment Corporation,4035504885.83489,133.6671097896728,4372.16130643
"Taiyo Yuden Co., Ltd.",4008652601.20962,2.2595527365263295,30.784052850099993
Showa Denko K.K.,3982318993.37471,8.698031994886858,26.59999082337997
"Shinsei Bank, Limited",3981126797.84327,2.0489415423335724,15.369087488500014
